index	token	frequency
1751	tear-stained	1
1752	vintage	7
1753	shirley	1
1754	temple	2
1755	script	105
1756	brutally	8
1757	documentary	90
1758	anticipated	3
1759	reunion	4
1760	wrong	27
1761	shock	10
1762	refusal	6
1763	empathize	1
1764	filled	18
1765	baran	3
1766	gentle	22
1767	dramatic	40
1768	haunting	12
1769	ode	8
1770	sparkles	3
1771	deft	9
1772	portrait	45
1773	seasoned	2
1774	veterans	2
1775	gossip	2
1776	wealth	1
1777	paranoia	4
1778	celebrityhood	1
1779	dry	19
1780	forceful	4
1781	jiri	1
1782	menzel	1
1783	watched	2
1784	trains	1
1785	danis	1
1786	tanovic	1
1787	triumph	15
1788	narratively	5
1789	haynes	6
1790	homage	11
1791	imitation	7
1792	transcends	7
1793	put	35
1794	intense	13
1795	effective	21
1796	chilly	7
1797	anonymity	1
1798	environments	1
1799	spend	11
1800	although	41
1801	involving	16
1802	having	24
1803	growing	12
1804	catholic	3
1805	anything	55
1806	proves	37
1807	mainly	9
1808	korean	5
1809	undemanding	2
1810	alacrity	1
1811	counterparts	3
1812	two	121
1813	skittish	1
1814	york	22
1815	middle-agers	1
1816	stumble	3
1817	struggle	12
1818	furiously	3
1819	foibles	3
1820	top-notch	6
1821	powers	14
1822	beresford	1
1823	mixes	2
1824	pathos	6
1825	journey	25
1826	shame	14
1827	opportunity	15
1828	embrace	4
1829	small	34
1830	evelyn	6
1831	stopped	2
1832	thinking	18
1833	started	9
1834	doing	18
1835	reacting	1
1836	grand	10
1837	urgently	1
1838	protagonists	4
1839	struggled	2
1840	mercy	1
1841	inventiveness	3
1842	gasping	1
1843	case	31
1844	christianity	2
1845	chesterton	1
1846	lewis	3
1847	gently	7
1848	sweetly	7
1849	adventurous	5
1850	genuinely	14
1851	entirely	29
1852	unconned	1
1853	false	8
1854	sentiment	9
1855	overmanipulative	1
1856	practices	1
1857	unendurable	2
1858	viewing	18
1859	ultra-provincial	1
1860	yorker	2
1861	26-year-old	1
1862	reese	1
1863	witherspoon	5
1864	were	94
1865	hand	19
1866	inject	3
1867	melanie	1
1868	carmichael	1
1869	massive	3
1870	infusion	2
1871	magic	20
1872	visually	29
1873	fathers	5
1874	sons	3
1875	loyalty	2
1876	duty	3
1877	metaphor	10
1878	cultural	18
1879	self-discovery	4
1880	picaresque	1
1881	view	22
1882	little-remembered	1
1883	schütte	1
1884	snapshot	1
1885	death	37
1886	speculation	3
1887	brecht	1
1888	faced	3
1889	drew	3
1890	slick	6
1891	melodrama	37
1892	s1m0ne	1
1893	subtle	19
1894	off-beat	2
1895	project	32
1896	object	3
1897	vietnam	5
1898	rah-rah	2
1899	patriotic	1
1900	tone	38
1901	soldiers	8
1902	main	14
1903	strategic	1
1904	objective	5
1905	dramatizing	1
1906	cost	6
1907	define	2
1908	generation	12
1909	do	192
1910	know	56
1911	album	5
1912	enjoy	36
1913	evolve	1
1914	learn	8
1915	state	8
1916	music	64
1917	business	17
1918	convincing	21
1919	water	14
1920	mark	17
1921	loss	13
1922	recovery	4
1923	valuable	5
1924	strike	7
1925	nerve	6
1926	inventive	17
1927	consistently	13
1928	sickeningly	2
1929	savage	4
1930	definitely	22
1931	impeccable	6
1932	perversity	2
1933	dazzling	11
1934	conceptual	2
1935	feat	6
1936	thrills	16
1937	over-the-top	9
1938	stuffed	3
1939	brim	2
1940	ideas	33
1941	instigator	1
1942	michael	29
1943	rambling	4
1944	gun	6
1945	usual	24
1946	modus	1
1947	operandi	1
1948	crucifixion	1
1949	juxtaposition	2
1950	affectionately	2
1951	language	6
1952	usually	16
1953	traced	1
1954	power	39
1955	members	14
1956	leave	37
1957	believing	4
1958	large-frame	1
1959	imax	15
1960	lends	6
1961	beautifully	44
1962	filming	3
1963	reefs	2
1964	junior	2
1965	scientists	1
1966	grown-up	4
1967	fish	7
1968	lovers	5
1969	result	21
1970	depressing	16
1971	boring	37
1972	school	18
1973	students	2
1974	deals	4
1975	unfamiliar	2
1976	avenues	1
1977	discourse	3
1978	verse	1
1979	coulda	2
1980	worse	21
1981	technically	6
1982	superb	11
1983	shining	5
1984	utilizing	1
1985	talents	10
1986	team	11
1987	wilco	5
1988	win	13
1989	converts	1
1990	tsai	9
1991	well-deserved	1
1992	reputation	5
1993	stylists	1
1994	shot	34
1995	enhances	3
1996	date	22
1997	franz	1
1998	kafka	2
1999	alive	13
2000	likely	39
2001	broomfield	11
2002	interviewees	1
2003	himself	35
2004	longer	11
2005	leguizamo	2
2006	rest	22
2007	uniformly	4
2008	originality	12
2009	distance	9
2010	pack	10
2011	paint-by-number	2
2012	screens	3
2013	refined	2
2014	moviemaking	10
2015	imbued	2
2016	attitude	6
2017	nettelbeck	3
2018	crafted	17
2019	flavours	1
2020	novel	22
2021	recipe	3
2022	sex	32
2023	wonderful	27
2024	destiny	3
2025	master	21
2026	storyteller	2
2027	surface	12
2028	scotland	3
2029	pa	2
2030	forgettable	16
2031	bard	6
2032	play	33
2033	arresting	4
2034	fine	34
2035	stuck	9
2036	betty	3
2037	fisher	11
2038	first-class	3
2039	run	25
2040	home	44
2041	ego	4
2042	reality	29
2043	simone	5
2044	consider	9
2045	dvd	7
2046	rental	6
2047	instead	50
2048	directed	37
2049	sardonic	4
2050	maudlin	10
2051	backstage	4
2052	must-see	4
2053	back-stabbing	2
2054	inter-racial	1
2055	desire	12
2056	importantly	1
2057	singing	5
2058	dancing	5
2059	sounds	15
2060	paul	11
2061	writer-director	25
2062	$	8
2063	1.8	1
2064	million	4
2065	charmer	8
2066	cutting-edge	1
2067	indie	12
2068	disturbingly	1
2069	dysfunctional	8
2070	killed	9
2071	anne	6
2072	fontaine	4
2073	inspired	15
2074	male-ridden	1
2075	emotional	65
2076	blockage	1
2077	accompanies	2
2078	condition	8
2079	below	9
2080	twohy	4
2081	emergence	2
2082	remains	33
2083	undiminished	1
2084	miss	11
2085	interview	6
2086	assassin	7
2087	stays	8
2088	ground	11
2089	spare	9
2090	manner	18
2091	pummel	1
2092	phony	5
2093	sheer	12
2094	dynamism	1
2095	infectious	3
2096	attempt	30
2097	noir	10
2098	presents	16
2099	future	19
2100	somehow	14
2101	managed	6
2102	past	32
2103	crappola	1
2104	radar	4
2105	cliche	11
2106	call	27
2107	refreshing	14
2108	drumline	5
2109	level	36
2110	black	32
2111	manhood	2
2112	complicated	12
2113	give	63
2114	burning	3
2115	ethos	2
2116	counter-cultural	2
2117	idealism	3
2118	hedonistic	4
2119	creativity	8
2120	limited	10
2121	confined	3
2122	spaces	3
2123	homages	1
2124	low-budget	10
2125	wonderfully	11
2126	loopy	2
2127	longing	6
2128	voting	2
2129	huston	3
2130	fragile	4
2131	ivan	2
2132	accepts	2
2133	illness	3
2134	quickly	16
2135	finds	17
2136	unable	5
2137	react	1
2138	anguished	2
2139	bitter	10
2140	koshashvili	1
2141	storyline	13
2142	by-the-book	1
2143	scripting	4
2144	washed	2
2145	sumptuous	5
2146	ocean	4
2147	visuals	14
2148	stylings	2
2149	stockwell	1
2150	antwone	8
2151	trick	12
2152	protagonist	12
2153	celebrate	1
2154	victories	2
2155	exceptions	1
2156	rarely	28
2157	stoops	2
2158	cheap	21
2159	manipulation	3
2160	corny	7
2161	conventions	3
2162	dimming	1
2163	ambition	7
2164	clarity	10
2165	openness	5
2166	recalls	2
2167	classics	4
2168	italian	10
2169	neorealism	2
2170	challenges	4
2171	nervy	4
2172	oddity	2
2173	modern	37
2174	whenever	7
2175	figured	3
2176	late	12
2177	marriage	7
2178	throws	9
2179	loop	1
2180	endurance	3
2181	common	10
2182	concern	5
2183	reconciled	1
2184	survival	4
2185	orange	3
2186	juice	2
2187	fresh-squeezed	1
2188	symbolic	4
2189	economic	3
2190	changes	7
2191	sweeping	6
2192	china	7
2193	mistakes	1
2194	bad	164
2195	determined	10
2196	maybe	22
2197	nobility	1
2198	cusack	1
2199	brilliant	27
2200	imagination	26
2201	wonder	17
2202	jae-eun	1
2203	jeong	1
2204	beguiling	3
2205	freshness	6
2206	buoyant	8
2207	flow	6
2208	emerges	14
2209	key	9
2210	contribution	2
2211	flowering	1
2212	overall	29
2213	fabric	4
2214	hypnotic	5
2215	mattei	4
2216	fosters	1
2217	spontaneous	2
2218	evokes	6
2219	palpable	4
2220	disconnection	1
2221	incessant	4
2222	cell	6
2223	phones	5
2224	malcolm	3
2225	mcdowell	2
2226	bettany	4
2227	playing	21
2228	immigrant	2
2229	brink	2
2230	major	18
2231	trashy	7
2232	bewildering	2
2233	self-importance	1
2234	classify	1
2235	resist	8
2236	made-up	2
2237	sisters	5
2238	thought	30
2239	caine	6
2240	again	64
2241	lost	28
2242	admittedly	5
2243	middling	1
2244	bogdanovich	5
2245	puts	21
2246	via	4
2247	kirsten	1
2248	dunst	1
2249	showcases	6
2250	davies	2
2251	generosity	2
2252	diplomacy	1
2253	breezy	7
2254	caper	9
2255	soulful	6
2256	incisive	5
2257	meditation	17
2258	austerity	3
2259	capable	10
2260	clear-eyed	3
2261	intensely	5
2262	nervous	3
2263	ambiguity	3
2264	uncertainties	1
2265	reveals	19
2266	important	19
2267	service	9
2268	draw	4
2269	walls	3
2270	separate	4
2271	good-natured	7
2272	found	30
2273	tremors	2
2274	prime	4
2275	escapist	4
2276	fare	15
2277	cult	10
2278	celebrity	4
2279	mar	1
2280	mel	5
2281	gibson	4
2282	brutal	6
2283	90-minute	6
2284	battle	18
2285	sequence	14
2286	issue	6
2287	dog-tag	1
2288	m-16	1
2289	graceful	5
2290	tribute	15
2291	courage	10
2292	finest	5
2293	understated	7
2294	expression	4
2295	shared	2
2296	nation	7
2297	sacrifice	3
2298	zealand	3
2299	whose	47
2300	boozy	2
2301	languid	2
2302	balanced	4
2303	board	2
2304	jaglomized	1
2305	cannes	7
2306	annual	1
2307	riviera	1
2308	spree	1
2309	flesh	3
2310	buzz	3
2311	blab	2
2312	money	18
2313	looking	41
2314	hoping	8
2315	luck	4
2316	hugely	8
2317	enlightening	2
2318	grant	23
2319	weddings	1
2320	funeral	2
2321	bridget	2
2322	diary	3
2323	rip-roaring	1
2324	fest	4
2325	hairs	2
2326	chest	4
2327	yarn	10
2328	sneeze	1
2329	simultaneously	8
2330	heart-breaking	1
2331	kiss	9
2332	subversive	7
2333	disney	25
2334	cartoon	18
2335	providing	6
2336	unexpected	20
2337	fizzability	1
2338	unforgettable	3
2339	morality	6
2340	expectation	7
2341	prism	3
2342	omnibus	1
2343	tradition	8
2344	occasionally	27
2345	experiment	5
2346	wondrously	2
2347	gifted	8
2348	artists	7
2349	storytellers	1
2350	ayurveda	2
2351	return	10
2352	sane	5
2353	regimen	1
2354	eating	2
2355	sleeping	2
2356	stress-reducing	1
2357	contemplation	3
2358	clearly	17
2359	meeting	1
2360	exceeding	1
2361	strikes	6
2362	majestic	1
2363	achievement	10
2364	grandeur	7
2365	leigh	7
2366	directors	15
2367	soul	14
2368	contributions	1
2369	method	1
2370	fails	37
2371	him	57
2372	superbly	4
2373	captured	3
2374	repetitive	10
2375	informative	4
2376	directing	10
2377	haneke	5
2378	steers	6
2379	clear	20
2380	sensational	5
2381	unflinching	8
2382	decidedly	6
2383	perverse	6
2384	pathology	5
2385	entire	22
2386	establishes	4
2387	mood	28
2388	ring	9
2389	moderately	3
2390	largely	15
2391	elegantly	6
2392	colorful	17
2393	sound	17
2394	else	41
2395	succeed	8
2396	amari	2
2397	dressed	5
2398	parable	9
2399	irresistible	5
2400	privileged	2
2401	memorable	29
2402	rabbit-proof	3
2403	fence	5
2404	angry	5
2405	weep	3
2406	sucker	3
2407	heartbreaking	8
2408	heartwarming	11
2409	fable	7
2410	artless	1
2411	sytle	1
2412	tremendously	1
2413	masterfully	6
2414	calibrated	2
2415	thrives	2
2416	taut	5
2417	atmosphere	16
2418	falls	29
2419	somewhat	23
2420	short	54
2421	terrible	17
2422	propelled	1
2423	supremely	4
2424	hopeful	9
2425	war	51
2426	prevent	3
2427	waste	16
2428	divine	5
2429	monument	1
2430	single	21
2431	regain	2
2432	dignity	8
2433	delightfully	9
2434	elegant	11
2435	mannered	4
2436	teasing	1
2437	elevated	3
2438	wholesome	4
2439	pesky	2
2440	interfering	1
2441	during	30
2442	discovery	8
2443	homosexuality	3
2444	ingenuity	2
2445	displays	5
2446	freshening	1
2447	class	16
2448	decasia	3
2449	happened	9
2450	already	34
2451	newsreels	1
2452	shower	4
2453	black-and-white	5
2454	psychedelia	1
2455	quite	91
2456	bitchy	1
2457	frolic	1
2458	popularity	3
2459	small-town	2
2460	lone	1
2461	star	49
2462	eloquently	4
2463	deep-seated	1
2464	need	57
2465	onto	10
2466	ryan	14
2467	gosling	8
2468	22	1
2469	minor	13
2470	denying	5
2471	fleeting	4
2472	brew	1
2473	perseverance	1
2474	hopeless	3
2475	closure	2
2476	introduction	4
2477	theories	4
2478	influence	5
2479	useless	4
2480	inquisitive	3
2481	invaluable	4
2482	duel	1
2483	performers	13
2484	imperfect	2
2485	yes	17
2486	honorable	2
2487	distinguished	4
2488	legacy	5
2489	minimum	3
2490	whit	1
2491	4	2
2492	units	2
2493	hardly	21
2494	bullock	16
2495	innocent	5
2496	trust	4
2497	passionate	7
2498	irrational	2
2499	long-suffering	2
2500	tarantula	2
2501	helga	1
2502	figures	7
2503	prominently	1
2504	proceedings	9
2505	grown-ups	2
2506	rugrats	2
2507	image	8
2508	conveys	2
2509	fearlessness	2
2510	mexico	1
2511	controversial	1
2512	nonconformist	2
2513	show-stoppingly	1
2514	hilarious	32
2515	scathingly	1
2516	nonetheless	6
2517	thomas	6
2518	wolfe	1
2519	ripping	2
2520	granger	1
2521	gauge	1
2522	1	6
2523	10	12
2524	powerpuff	4
2525	fast	15
2526	frenetic	2
2527	punny	1
2528	6	1
2529	aimed	7
2530	grade-school	1
2531	several	20
2532	telemarketers	2
2533	pitched	3
2534	hope	19
2535	despair	9
2536	schmidt	8
2537	closer	6
2538	someplace	1
2539	consuming	2
2540	self-absorption	1
2541	insistently	1
2542	demanding	7
2543	otherness	1
2544	did	64
2545	nonsense	7
2546	shyamalan	11
2547	goose-pimple	1
2548	empty	15
2549	head	29
2550	fills	6
2551	purpose	16
2552	bruised	1
2553	add	18
2554	body	13
2555	count	10
2556	sexy	18
2557	peculiar	7
2558	costume	6
2559	renaissance	1
2560	spain	2
2561	based	19
2562	events	26
2563	freshly	2
2564	considers	3
2565	arguments	5
2566	immortal	1
2567	plays	52
2568	somebody	5
2569	highly	22
2570	spirited	7
2571	imaginative	12
2572	kid	18
2573	broaches	1
2574	neo-augustinian	1
2575	theology	1
2576	god	13
2577	afraid	9
2578	best-known	1
2579	creation	6
2580	surrealism	2
2581	wonton	1
2582	floats	1
2583	raimi	3
2584	spider-man	10
2585	explores	5
2586	sides	11
2587	sensitivity	4
2588	inquisitiveness	1
2589	reminiscent	6
2590	truffaut	1
2591	well-acted	11
2592	well-directed	1
2593	moodiness	1
2594	pretentious	28
2595	satisfying	31
2596	blockbuster	4
2597	boomers	2
2598	barrie	1
2599	curves	5
2600	wears	10
2601	empowerment	5
2602	sleeve	5
2603	worst	46
2604	harangues	2
2605	easy	42
2606	swallow	6
2607	ferrera	2
2608	ontiveros	1
2609	mib	4
2610	ii	26
2611	due	8
2612	levity	2
2613	dismissed	5
2614	mindless	15
2615	stage	11
2616	sam	2
2617	mendes	4
2618	hanks	6
2619	depression	4
2620	hit-man	1
2621	sitting	18
2622	third	11
2623	row	2
2624	sydney	1
2625	darling	3
2626	harbour	1
2627	tiny	7
2628	seater	1
2629	plane	2
2630	carried	6
2631	gliding	1
2632	banking	1
2633	hovering	1
2634	trifle	10
2635	deadpan	7
2636	jean	2
2637	resembles	6
2638	sly	7
2639	stallone	2
2640	hot	12
2641	sake	6
2642	half-sleep	1
2643	outrageous	10
2644	ingenious	6
2645	talent	27
2646	brian	4
2647	depalma	1
2648	alfred	3
2649	hitchcock	3
2650	drinking	1
2651	twelve	1
2652	beers	1
2653	strip	3
2654	excess	8
2655	debris	1
2656	four-star	1
2657	unfocused	8
2658	unsung	1
2659	heroes	6
2660	20th	5
2661	pop	15
2662	rise-and-fall	1
2663	glamour	2
2664	moralistic	2
2665	consequences	5
2666	ears	4
2667	times	70
2668	dull	55
2669	tufano	1
2670	widescreen	1
2671	grabowsky	1
2672	parochial	2
2673	prescient	1
2674	acidity	1
2675	succumbing	2
2676	bathos	2
2677	stock	14
2678	injects	2
2679	provide	14
2680	100	5
2681	minutes	99
2682	eric	8
2683	schaeffer	5
2684	strictly	10
2685	speaking	9
2686	qualify	3
2687	revolutionary	2
2688	defiantly	2
2689	grain	2
2690	hard-to-predict	1
2691	absolutely	17
2692	essential	2
2693	down-to-earth	1
2694	nonchalant	1
2695	meshes	1
2696	positively	5
2697	thrilling	3
2698	combination	12
2699	ethnography	1
2700	intrigue	12
2701	betrayal	4
2702	deceit	1
2703	murder	21
2704	shakespearean	2
2705	juicy	4
2706	clooney	6
2707	kaufman	9
2708	collaborators	2
2709	entitled	1
2710	deep	24
2711	bow	5
2712	fashioning	1
2713	sure-fire	1
2714	prescription	1
2715	critical	5
2716	commercial	10
2717	disaster	12
2718	variety	7
2719	fictional	2
2720	root	5
2721	causes	1
2722	anti-semitism	2
2723	winner	6
2724	neurosis	1
2725	negativity	1
2726	digital	10
2727	pitch	4
2728	discarded	2
2729	spread	2
2730	possibilities	4
2731	mankind	1
2732	among	19
2733	jacobson	2
2734	dahmer	7
2735	consideration	2
2736	murderer	2
2737	game	25
2738	victims	8
2739	salma	3
2740	hayek	3
2741	stages	3
2742	decided	6
2743	lack	36
2744	spontaneity	3
2745	execution	24
2746	dearth	2
2747	poignancy	8
2748	epiphanies	1
2749	burns	11
2750	punchy	2
2751	carry	7
2752	waydowntown	5
2753	desecrations	1
2754	acceptable	7
2755	forget	18
2756	monday	2
2757	developed	6
2758	par	3
2759	2	21
2760	cheese	5
2761	puff	2
2762	macabre	3
2763	wisely	2
2764	unsentimental	5
2765	dramatization	2
2766	ascension	1
2767	mothman	6
2768	prophecies	5
2769	illustrating	2
2770	demons	5
2771	bedevilling	1
2772	masculine	2
2773	dogged	1
2774	squareness	2
2775	kids-and-family-oriented	1
2776	cable	6
2777	channel	8
2778	hybrid	8
2779	alain	1
2780	choquart	1
2781	barely	26
2782	stops	7
2783	portraying	2
2784	turmoil	2
2785	giving	15
2786	perpetual	2
2787	nearly	47
2788	hours	37
2789	unspool	1
2790	irritating	12
2791	mostly	41
2792	martha	8
2793	used	20
2794	trimming	2
2795	15	7
2796	cut	22
2797	pleasurable	5
2798	pain	11
2799	credits	11
2800	roll	9
2801	stomach	8
2802	grumbling	1
2803	tasty	8
2804	grub	1
2805	polemic	1
2806	loathe	1
2807	admire	9
2808	intensity	11
2809	express	5
2810	convictions	2
2811	unadulterated	1
2812	genuine	19
2813	depicted	1
2814	directorial	14
2815	tour	7
2816	force	18
2817	bernard	2
2818	rose	4
2819	ivans	3
2820	xtc	3
2821	commitment	3
2822	weaver	2
2823	lapaglia	2
2824	low-key	11
2825	folk	5
2826	digressions	2
2827	company	18
2828	yourselves	1
2829	conned	2
2830	merrily	1
2831	noble	6
2832	endeavor	8
2833	pleasant	16
2834	slightly	17
2835	pokey	1
2836	coppola	5
2837	debut	40
2838	paced	10
2839	humdrum	2
2840	development	9
2841	decent	20
2842	meaningful	6
2843	computerized	1
2844	yoda	1
2845	martial	5
2846	artistry	3
2847	ascends	2
2848	kinetic	2
2849	cranky	2
2850	adults	23
2851	rediscover	1
2852	quivering	1
2853	inside	24
2854	wang	4
2855	xiaoshuai	1
2856	structured	4
2857	well-realized	1
2858	warfare	3
2859	embroils	1
2860	men	41
2861	anybody	6
2862	harrowing	8
2863	painful	19
2864	equally	16
2865	able	24
2866	tear	6
2867	taps	4
2868	hearst	3
2869	mystique	1
2870	entertainingly	4
2871	reenacting	1
2872	historic	2
2873	scandal	1
2874	destruction	5
2875	unexamined	1
2876	keeping	7
2877	believable	15
2878	understand	18
2879	earth	9
2880	stimulate	1
2881	discussion	3
2882	reminded	4
2883	why	60
2884	lesson	10
2885	prehistoric	1
2886	hilarity	5
2887	fantastically	1
2888	vital	8
2889	invest	2
2890	sensuality	4
2891	sympathy	10
2892	adolescent	9
2893	lawrence	13
2894	plumbs	2
2895	somewhere	15
2896	along	34
2897	jettisoned	2
2898	crucial	5
2899	surest	1
2900	bet	3
2901	all-around	1
2902	disingenuous	2
2903	multiplex	3
2904	distraction	2
2905	friday	11
2906	night	14
2907	excuse	11
2908	eat	6
2909	experimentation	2
2910	improvisation	3
2911	nevertheless	9
2912	feathers	5
2913	rewards	7
2914	exoticism	2
2915	seas	4
2916	sand	7
2917	fierce	9
2918	gondry	4
2919	heartbreak	3
2920	older	12
2921	wiser	2
2922	happen	12
2923	greene	5
2924	bodily	4
2925	function	3
2926	jokes	31
2927	expect	22
2928	veins	1
2929	committed	7
2930	bullseye	1
2931	hype	6
2932	quieter	3
2933	less	99
2934	successful	18
2935	rollicking	4
2936	plenty	26
2937	lau	1
2938	plotline	4
2939	straight	24
2940	ages	13
2941	cinderella	4
2942	manage	10
2943	spell	6
2944	ranks	6
2945	herzog	8
2946	invincible	4
2947	form	17
2948	astoundingly	1
2949	catch	9
2950	masses	2
2951	pop-induced	1
2952	score	13
2953	trademark	7
2954	refreshingly	10
2955	forthright	1
2956	raymond	3
2957	j.	7
2958	barry	11
2959	greatly	2
2960	quality	22
2961	neil	6
2962	burger	5
2963	fake	8
2964	besson	3
2965	high-profile	2
2966	wasabi	1
2967	selling	1
2968	doubt	19
2969	krawczyk	1
2970	deserves	20
2971	credit	14
2972	remarkably	14
2973	unpretentious	3
2974	reminder	5
2975	evans	7
